Institution,Medium,Access,Month,Day,Year,Narrator,Creator,Location_Tags,Topic_Tags,Description,Link
Wilkinson Public Library,Audio,Online,September,22,2015,Judi Kiernan,Deb D'Angelo,"Telluride, San Miguel County",Daily Life,"Judi Kiernan's oral history interview, which was conducted in 2015. Deb D'Angelo interviewed Judi about her life in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A643
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A644"
Wilkinson Public Library,Audio,Online,August,12,1992,Kathryn Olive Collins,Davine Pera,"Telluride, Durango, San Miguel County, La Plata County, Silverton, San Juan County, Denver, Denver County","Mining, Local Business, Ranching, Automobiles & Roads, Outdoor Sports & Recreation, Education & Schools, Youth, Events & Celebrations, Law Enforcement, Arts, Tourism, Medicine, Religion, Historic Preservation, Banks & Banking, Railroad, Water, Fish & Fishing, Military & Veterans","The oral history transcription for the oral history, which occurred on 8/12/1992, between Davine Pera and Kathryn Collins. Here is the transcription (T stands for track): T1 Intro T2 History of parents arriving in Telluride. Mother's father arrived here from Iowa to work at Ptarmigan Lake above Tomboy Mine as a watchman. T3 Mother came to visit her father and stayed to work in a restaurant. T4 Father was born in Sweden, parents died when he was 7 years old. His oldest sister brought him to the United States when she traveled here to marry her fiancé. T5 He could not speak English when he was in school. Went to Montana as a young man and did various things, including living with the Flathead Indians for a time. T6 He traveled to Telluride to find his brothers who were here exploring for gold. T7 He had a commissary at the Liberty Bell Mine, when he met her mother, married her, and sent her back to Iowa until he built a house for her. T8 There was only one other family living at the Liberty Bell at that time. They had 3 children. T9 Kay was youngest and was born at the American Legion Hospital. Father brought her mother down on a sleigh for her birth. They lived at the Liberty Bell until sister and brother were ready to start school and then moved to Telluride. T10 Story of going to town by herself when she was 5 years old, visiting all the shops and getting treats. Dennison. J. Telk. Past Time. Sweeney. Miller. T11 She always got a reward of choosing a cookie when she paid the grocery bill at Elscamp’s Grocery Store. This is when they lived on Oak St. in Telluride. T12 Describes the house they lived in on Oak Street. C. D. Waggoner. T13 Story of someone stealing her bag of Indian Pennies, she had collected. Speaks about the Cornet Creek Flood and the debris left in her back yard. T14 Memories of school activities. T15 Father moved his commissary to the Smuggler Mine when the family moved to town. She traveled with him to Denver to buy supplies for commissary. T16 He was also sheriff of Telluride for a short time. D. W. Danielson. T17 Stories of miners coming to town to visit the Red Light District on pay days. T18 Winter activities included coasting from the top of North Oak Street down across Main Street to the railroad tracks. T19 Father skied down from the Smuggler to town on weekends in the winter. T20 She and sister gave dancing performances at the Elks Club. T21 Sister spent winters in North Dakota, due to health. Names various neighbors they had. Swanson. Sweeney. Lee. Peterson. Anderson. McCowan. T22 Describes Halloween tricks. Woys. E. Sullivan. T23 Speaks of the Busy Corner Pharmacy. F. Wilson. T24 The family moved to Durango when she was in the 7th grade so the children could attend school and her father worked at Shenandoah Dives Mine above Silverton. T25 Names various classmates she had in Telluride. Heaty. Marcel. Palalich. Mrs. Wren. Story of teacher sending her home from school because she had a wood tick in her hair. R. Lingren. J. Monroe. T26 Describes Gibbs’ Graceful Girls, which was a gymnastic act. Group was formed by Mr. Gibbs and they traveled to other towns to perform. They practiced at the Recreation Hall. Marcel Girls. T27 She rode the tram to visit the mine in Silverton with her father. Speaks of walking to the Smuggler to visit with her father as a child. T28 Always got a treat from his commissary at the soda fountain. Stayed over night at her friend’s sister's house sometimes. T29 The family moved to California where she graduated from High School. They kept a house in Telluride and would spend every summer here. T30 Story of meeting her husband, Elwood Collins, in Telluride. T31 Continues talking about E. Collins, her husband. Her husband was in the Navy and they dated in California. T32 Memories of fishing and camping at Trout Lake during the summer as a child. T33 Story of riding to Telluride from Matterhorn on a motorcycle with friends. Mentions the roads then. H. Danielson. T34 Rented a boat from the commissary at Trout Lake. Speaks of fishing conditions now, as compared to then. Cushman Lake. T35 Childhood activities: picnics, coasting. Yvonne Warrick. Memories of attending movies at the Sheridan Opera House. Admission was 10 cents. They were silent movies. T36 She was the centerpiece dressed in paper for the High School Senior Party. Continues talking about movies and the Opera House. T37 Recalls story of Grace Pierson saving her from falling at Cornet Creek Falls. T38 Lots of picnics sponsored by the Oddfellows and Rebecca Lodges. Lawson Hill. T39 Speaks of swimming in ""fish tanks"" at the end of Main Street. T40 Did lots of hiking at Bridal Veil Falls. T41 Picked lots of raspberries in the summer. Picked mushrooms with friends and dried them. End CD1 CD2 T1 Memories of picking dandelions for father to keep the yard clean of them. She was paid 1 cent per hundred. T2 Describes heating and cooking stoves in their house. Mother also made salad from dandelion greens. T3 Describes mother’s life as housewife. She washed on the scrub board. Speaks of water system in the house and method of heating water for the bathrooms. No heat in the bedrooms. T4 Dad grew a vegetable garden. Mother would call grocery stores to order groceries and store would deliver to the house. Elscamp’s. Pilcher’s. T5 Parents belonged to Rebecca and Oddfellows Lodges. Parents lived very quiet social life. T6 Mother was born in Iowa, but because she married a Swedish man, she had to take out citizenship papers, although he had his papers. T7 Describes mothers long hair; she had the first ""bob"" haircut in Telluride. T8 Bought their clothes through ordering from catalogues. T9 Kay rode the train a lot to Denver and North Dakota. Speaks of her mother being very lonely, as father always worked away from home. T10 Kay's husband was born in Sawpit. History of grandparents. Barth and Clara. She married Sam Collins. They lived on Deep Creek Mesa and owned a store in Vanadium. T11 Their large house on Deep Creek Mesa burned, with everything in it. Clara (his mother) was unhappy on the mesa so left husband and moved to Sawpit to help parents run their store. She later remarried and moved to Egnar. T12 Her husband, Elwood, had lots of relation on the mesas that were involved in dairy ranching. T13 Husband attended school in Sawpit and graduated from High School in Telluride. T14 He helped Chester Lee, the custodian, at school to earn money and boarded with families in town. McCowan. Memories of seeing him as a neighbor when she was a child. T15 Memories of the many dances she attended as a young girl. Brother played in dance bands. E. Wunderlich. T16 There were 3 students in husbands graduating class. Speaks of attending his High School reunions. M. Studebaker. T17 Memories of dating her husband. Lived in California after her marriage. T18 Malcolm McDonald. Story of purchasing the stone house at Lime Kiln from Roy Stone. They came back every summer for 10 years and lived in a trailer while they remodeled the old house. T19 Story of dismantling the log house and reassembling it, exactly as it was. T20 Talks about son Dan's art school at Deep Creek. Describes the school and how it functions. T21 Continues talking about Dan’s studio and students. Mike Moore. T22 Speaks of her husband’s death and the trustees of the property at Deep Creek. Continues to talk about children, especially Dan and the art school. T23 Continues talking about Dan and the art school. T24 Speaks of her friend, Ruby McKnight, and her death in the third grade. T25 Father was head of the baseball team at the Liberty Bell and the Smuggler. He was self-educated, and only went through the 4th grade. T26 Describes July 4th celebrations. T27 Many children were hurt by dangerous firecrackers. Story about fireworks. Dr. Agnes. T28 Speaks of C. D. Waggoner and the bank scandal. She attended Father-Daughter dinner at the Sheridan with C.D. Waggoner the night before the scandal. Father and husband lost all money in bank collapse. T29 Continues talking about Waggoner. T30 Describes the Christmas tree at home, decorated with candles. T31 Town merchants had home made decorations. Churches had Christmas parties. T32 Mother started Christian Scientist Church in Telluride, but it did not survive. T33 Describes the gold watch her father received for bravery in the Liberty Bell Mine fire. End CD2","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A464
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A466"
Wilkinson Public Library,Audio,Online,September,29,2015,Lael Fruen,Deb D'Angelo,"Telluride, San Miguel County",Daily Life,"An oral history interview, conducted September 29, 2015, in which Deb D'Angelo interviewed Lael Fruen about her life in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A611
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A589"
Wilkinson Public Library,Audio,Contact Institution,,,1975,Laura Kracaw,Sandra Johnson,"Telluride, San Miguel County",Daily Life,"Laura Kracaw's oral history interview, conducted by Sandra Johnson in 1975, about Laura's life, in Telluride, Colorado.",summary: https://islandora.marmot.org/islandora/object/wilkinson%3A652
Wilkinson Public Library,Audio,Online,October,4,1988,Madeline Studebaker,Deree Brand,"Telluride, San Miguel County","Youth, Daily Life","Madeline Studebaker's oral history interview, given by Deree Brand, on 10/4/1988. Madeline discussed her life, growing up in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A807
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A806"
Wilkinson Public Library,Audio,Online,January,26,1990,Malcom McDonald,Davine Pera,"Telluride, San Miguel County",Daily Life,"Malcom McDonald's oral history interview recording, in which Davine Pera interviewed him about his life in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A660
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A659"
Wilkinson Public Library,Audio,Online,April,9,1993,Marianne Wells Glasier,Joan Schmitz,"Telluride, San Miguel County",,"An oral history interview, in which Joan Schmitz interviews Marianne Wells Glasier as part of the Wilkinson Public Library's oral history project, in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A563
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A562"
Wilkinson Public Library,Audio,Online,July,22,1992,Marina Anna Mattri Patterson; Thomas Leighton,Davine Pera,"Telluride, San Miguel County",,"An oral history interview, given by Davine Pera, to Marina & Leighton Patterson about their lives in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A717
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A712"
Wilkinson Public Library,Audio,Online,July,13,2018,Marlen Olivas Romero,Gloria Chavira,"Telluride, San Miguel County","Hispanic, Tourism, Racial Relations","On July 13, 2018, Gloria Chavira of the Wilkinson Public Library, interviewed Marlen Olivas Romero about her life, thus far, in Telluride, Colorado. Here is a summary of this interview: Marlen is from Mexico and moved to Telluride in 2003 with her ex-husband and her daughter. Marlen decided to stay in Telluride, after her ex-husband moved away, because she wanted to raise her daughter in a beautiful place. She has enjoyed her careers, here, and really likes the community. The biggest difference that Marlen notes, in Telluride, since her move in 2003, is that there were a lot fewer people in 2003 and fewer tourists. Telluride used to be much quieter. Marlen enjoys the quality of life in Telluride and likes the people here. Marlen mentions some challenges of the immigrant community to be affordable health care and housing. She also discusses the low pay that many immigrants get, compared to the high cost of living in Telluride. She does believe she has faced discrimination, mainly from her housekeeping career in Telluride. Finally, Marlen does not believe that immigrants contribute to the culture in Telluride, because the community of Telluride does not allow them to. But she is positive about the future of immigrants because of the organizations that support them.",https://islandora.marmot.org/islandora/object/wilkinson%3A801
Wilkinson Public Library,Audio,Online,October,9,1990,Mary Elizabeth Pera Lazzari,Davine Pera,"Telluride, San Miguel County",Daily Life,"Mary Pera Lazzari's oral history interview, that took place on 10/09/1990. Davine Pera interviewed Mary about her life in Telluride Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A621
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A620"
Wilkinson Public Library,Audio,Online,April,16,1991,Mary Giachelini Baker,Davine Pera,"Telluride, San Miguel County, Ophir, Grand Junction, Mesa County, Salida, Chaffee County","Education & Schools, Daily Life, Outdoor Sports & Recreation, Local Business, Mining, Railroad, Events & Celebrations, Government, Energy & Electricity, Public Institutions, Historic Preservation, Tourism","An oral history interview between the Wilkinson Public Library's Davine Pera and Mary Baker, that took place on April 14th 1991. The interview discusses Mary's life growing up in Telluride, Colorado. Here is the transcript: Baker, Mary OH65 1144 Colo. Ave. Grand Jct. Co. 81501 April 16, 1991 Grand Junction, Co. Davine Pera 728-3632 OH65 CD1 37 Tracks 48:12 CD2 27 Tracks 44:10 CD1 T1 Intro T2 Early history of parents who arrived in the US around the turn of the century. They married in Gallup, NM. T3 They lived in Ophir for a few years. T4 There were seven children in her family, but only 2 survived, the rest died in infancy. T5 Mary's father worked in various mines around Ophir. Carbinerro, Butterfly, Silver Bell. T6 Mary attended school in Ophir through the 8th grade. Names some classmates. Grace Brewer, Montinetti Boys, Tonniolli, Hawks, Tewskbury, Cline. T7 Names some teachers. T8 Location of school. Mary walked from her home in Ophir to school, over a mile. T9 Describes the school chores, such as chopping wood for the stove, hauling water and etc. T10 Stories of school days and names classmates. T11 Tells where the store was in Ophir. Hutton, Kendrick. Ophir also had a saloon/boarding house. T12 Talks of childhood activities. Skiing. Coasting. T13 They road the train to Telluride, Salida. T14 Her mother had a garden and canned. Mother took in washing for the miners. She did it all by hand for years, until they got a washing machine. T15 Father died in 1929. Mary boarded with a family in Telluride to attend 3 years of high school. Lina Blixt. Mrs. Majors. T16 Speaks of high school classes. Regina Poche taught French. T17 She rode the train back and forth from town to Ophir on weekends. T18 She talks about her husband. Mary and husband bought the house that L.L. Nunn had used for the Telluride Institute. It had been vacant for many years and was in bad shape. T19 They fixed it up and sold the house a couple years later. T20 She and husband owned a 2nd hand store and also The Corner Cafe. Nardine bldg. They later sold it to Big Billie. D. O’Rourke. Swan. T21 Speaks of depression days and the places she worked. T22 Worked for 32&1/2years at the City Clerk's office. T23 She speaks of the many dances at Old Ophir on Saturday nights at the Richard's Dance Hall. Dances at the Deiti’s house. T24 Speaks of sister's husband Jim who was killed on Armistice Day in the Butterfly mine. Dr. Parker. T25 Oscar and Harry Blixt's mine above Blue Lake. T26 Mentions the men who operated the power plant at Bridal Veil Falls. Buck Deal. Gator. Harry Blixt. T27 Describes trip to mine above Blue Lake in the jeep. T28 Mentions the book written by Dave Wood's girls. T29 Mentions some of the changes. T30 Speaks of the friends that lived at Pandora. Discusses some of the older traditions and customs. Speaks of Italian foods that were special when she was growing up. They picked mushrooms at Lizard Head and dried them. T31 Recalls celebrating Santa Lucia on December 13th, an Italian tradition. T32 Christmas programs were held at the school. T33 Ophir families had their own picnics on July 4th. T34 Picnics were popular. T35 Speaks of families that lived at Matterhorn and Ophir. Montenettis. Memorial Day picnics were held at the Ophir cemetery. T36 Continues talking about the Montenettis. She talks about other people who lived around the area: Pengrazzis, Clementis, Evans. Mat Evans had one of the first cars. T37 She went to school with May Evans. End CD1 CD2 T1 Mentions the many dairies in the area. Blackburn. Visney. McKnight. Adams. T2 They speak of San Miguel. Speaks of being homesick when she attended business college in Grand Junction. T3 She remained in Grand Junction after business college. T4 Talks about her sister, Lena, and mentions the Penasa relatives and other friends. T5 Talks about the Cassagrande family. T6 Continues talking about Lena and a Cassagrande. T7 Story of the Snodgrass disappearance. T8 Baisch. Tom McMahn stories. T9 Names various businesses in town. Pilcher, Wilson, Elscamps, Grossos. Big Billie. T10 Petersons. Speaks of the Pekkarine family. McIntosh. T11 Roses. Brewers. Memories of the movies she saw at the Sheridan Opera House. T12 Describes the Finnish bathhouse at Ophir. Talks of the Jasperg family that owned it. T13 Rautios had a sauna. Continues talking about saunas. Jaspergs. T14 Mentions different families that lived in the Ophir area. Talks of the death of the Toniolli boy. Ames. T15 Mrs. Clementi kept boarders. Her husband committed suicide. Mention the relationship between the Pengrazzis and the Matrix. T16 Memories of their party phone line and the first electric utility bill they received. T17 Continues talking about Mrs. Clementi. Names the children that attended school with her in Ophir. Marina. Irene & Elvera Visentine. Montinetti boys. Richards. Hawkins. T18 Stories of Jimmie Noise, an old miner that lived in Ophir. T19 Describes Carlo Girrardi who owned the Carbinerro Mine and later the Roma. T20 Describes the Gabardi family. Stories of Rita and the property they owned on Pacific Street. T21 Rita owned some of the Cribs on Pacific Street. T22 Continues talking about Rita Gabardi. T23 Mentions Irene Wichman and Viola Warrick's shops. T24 Describes Irene Wichman and her parents’ brewery. T25 Talks of all the building in Telluride today and prices of property. T26 Speaks of the university that L.L. Nunn started. T27 Conclusion. End CD2 End","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A479
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A480"
Wilkinson Public Library,Audio,Online,November,7,1988,Mary Hastings McDonald,Lael Fruen,"Telluride, San Miguel County",Daily Life,"Mary Hastings McDonald's oral history interview, in which Lael Fruen interviewed her about her life in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A662
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A661"
Wilkinson Public Library,Audio,Online,April,14,1991,Mary Kukuljan Boyer,Davine Pera,"Telluride, San Miguel County",,"An oral history interview that took place in May of 1991, between Davine Pera and Mary Kukuljan Boyer in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A554
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A552"
Wilkinson Public Library,Audio,Online,November,11,1989,Mildred Carriere,Davine Pera,"Telluride, San Miguel County, Rico, Dolores County","Agriculture & Farming, Daily Life, Education & Schools, Mining, Events & Celebrations, Local Business, Government, Natural Disasters, Smelter & Mine Processing, World War II, Crime, Religion, Youth, Outdoor Sports & Recreation, Tourism","Here is the oral history transcription for the interview, which took place between Davine Pera and Mildred Carriere on 11/11/1989: Mildred Carriere-OH24 CD1 20 tracks 44:31 1. Introduction and identification. 2. Parent's birth and history. Grandfather was doctor. Grandmother was a schoolteacher. Lived in the Delta area, then in Sawpit when her father was seven. Rodger’s Mesa. 3. Mildred was born in Dolores, and moved to Telluride at age 12. Discusses parents’ marriage and early memories. Vanadium. New Meyer. 4. Early years in Pandora. Father worked summers on the farm and winters at the mine in order to keep a steady income. Mildred began school in Telluride in the 6th grade. She never graduated, mostly because of the changes in 1928-29 when the mines closed. 5. Describes Pandora as a busy town around the turn of the century and in the early 20's. There were many saloons, grocery stores, dance halls, and a church. Mildred rode the bus (horse and buggy or sleigh) into Telluride to attend school. A total of 53 kids rode the bus from Pandora and San Miguel. 6. Talks of the population of Telluride around 1924. Discussion of the different mines around the area such as: Pennsylvania Tunnel, Tomboy, Smuggler Union mines. Elaborates on the various communities that strived at the mines; especially at the Tomboy in the 20’s. Speaks of the stage that ran from Telluride to the Tomboy every day. 7. Mildred speaks of the first night in Pandora and all the people she met; including her future husband, Bud. Grandpa Carriere (husband's father), French Alec, was a muleskinner. His nickname came from his two-year trek from Quebec to Telluride. Tells of some of his experiences, how all supplies to the mines were delivered by the mule trains. Mentions that he brought beer into town after the Trout Lake Flood, and gives the history of the Trout Lake Flood. David Lavender. 8. Mildred was married in the early part of the depression at the age of 17. Speaks of the houses that were stripped by out of towners during that time. They were most interested in iron and copper, since it was in high demand and could be sold quickly. 9. Her early married years, how they lived in Rico for six months until the mine there closed. Bud worked up on Wilson Mesa for 12/hours each day and was paid $1. 10. Describes the parties and social activities during her growing up years in Pandora. Her mother played the piano. Speaks of special friends at Brown Homestead in San Miguel San Miguel had a schoolhouse that was used for dances and parties. Tells of the birth of their children. 11. Differences in activities for different counties: Pandora and San Miguel children didn’t play sports or get involved with after school activities because of lack of transportation. 12. Mildred talks about how she and Bud lived in their house by the cemetery for 41 years. Their fifth child, Charlotte, was born there in 1945. They raised 4 boys and a girl there. 13. Mildred speaks of her husband's accident in the mine; he broke his hip and pelvis and spent from February through May in the hospital. He never went back to work in the mine but worked in the mill afterwards. All five of their children graduated from Telluride high school. 14. Discussion about government commodities during the depression. It was next to impossible for residents of Pandora and San Miguel to actually acquire anything when supplies arrived. By the time word got to these areas, the people in Telluride had everything accounted for. 15. Speaks of all the bootlegging in town. Describes social lodges in town, and the churches. Mildred was a member of the Commonweal as well as Rebecca Lodge. 16. Midge worked for 20 years for city government and never received any retirement pay. She began in 1951 and was treasurer for two years. She then ran for the clerk position and won. Shortly thereafter, she handled both the treasury and clerk positions simultaneously. Her largest paycheck during those years was $219.00. Talks about life in Telluride now and the changes in population. 17. Names the many mayors she worked for, including Homer Reed. 18. Midge walked to work, worked from 1-5pm and then attended town council meetings at 7pm. Sometimes the meetings would run until 2am, without any compensation for the extra time. 19. Midge quit working and talks about how much she missed the people and their dogs (she issued dog licenses in town). She comments on tourism and the ski resort; how it is a good thing not only for Telluride but for it’s neighboring communities. 20. Midge and Bud paid $400 for original house and lots in early 30's. The property just resold for $850,000. Speaks of her feelings about selling their home. Mildred Carriere-OH24 CD2 12 Tracks, 48:26 1. Mildred tells of different snow slides. In 1927, a slide took out two homes, the Hicks and the Giffords, killing the women. The Gifford’s two-year old son survived after being lodged underneath the floorboards. In 1924, Black Bear slid and killed five people. In 1958, Ajax slid while Midge’s son Robert was working in the mill. He survived by clinging to a pole as the snow overtook everything in its path. Midge also mentions the Marshall Creek Basin slide. Bud's father was caught in 9 different slides during his years working as a muleskinner. 2. Midge comments on the dangers of living in a mining town. Speaks of the war years and the rationing stamps that were issued for certain items. 3. Midge baked for different people in town to make extra money. She baked on a wood stove and sold her pies for $1 each. 4. Speaks of World War II and the Korean War. All four of her boys completed time in the service. However, none had to face direct combat during the Korean War. 5. Describes different holidays during the years. Recalls the wonderful 4th of July celebrations that sometimes ran into the 5th. Midge ran in all the races and won $13 one year. The BBQ was free and the fireworks were spectacular. She counted fifty people one year on her lawn to watch the event. 6. Christmas was also a memorable event in Telluride. Santa would arrive on Main Street complete with horses and bells and sacks of treats for every single child in town. 7. Memorial Day was another festive event in Telluride. There was always a live band and Midge recalls seeing all of the American Legion men dressed in full attire for the day. There was a 21-gun salute and the town was fully decorated. Midge has noticed a decline in the tradition of decorating the graves at the cemetery in recent years. 8. Speaks of the divisions of nationalities in town, the Swedes, Finns and etc. Tells of the hoboes and old men living in Muscatel Flats. 9. Describes the girls from the Red Light District, the way they were dressed and seeing them on horseback in town. They were called the “Painted Ladies” and Sara Carcher was their seamstress. Walt Snodgrass did chores for the girls while Swede Marie worked as a maid for the Red Light District. 10. Tells story of Tom McMahn's tragic life. Mentions a car accident on Keystone Hill, where a close relative was killed, as being a changing point in his personality. He hauled coal and was always very dirty. His wife, Julia, filed for divorce and it was an ugly affair. They had two children; Rosemary and Tommy. Tommy was killed in the war. 11. Discussion about local town characters. Swede Marie was the town’s bag lady. She used to sled down Catholic Hill into town. Walt Snodgrass always wore a money belt. Lon Remine lived in San Miguel He fought against his own brother in the Civil War. 12. Midge was a close friend of Aino Pekkarine. His son, David, was always sick and cold and died at the age of eight. They were the best shoemakers in town, and also made saddles. The family ran the dry goods store. Aino was a year older than Midge in school and always helped her with her homework. He was one of the smartest students in Telluride.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A469
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A467"
Wilkinson Public Library,Audio,Online,October,3,1988,Minnie Ackerman,Lael Fruen,"Telluride, San Miguel County, Canon City, Fremont County, Ophir, Pandora","Daily Life, Education & Schools, Sports, Mining, Outdoor Sports & Recreation, Events & Celebrations, Local Business, Government, Religion, Tourism, Railroad, Automobiles & Roads, Youth","An oral history from October 3, 1988. Lael Fruen interviews Minnie Ackerman about her life in Telluride, Colorado. Here is her transcript: 00: 27 Describes their trip to Telluride and why her family moved here at age 13 from farm in Canyon City. 27- 53 Recalls living and cooking at the Tomboy mine in the summer of 1929 after the mine closed in 1926. Describes the town at the Tomboy mine. 53-77 Describes her life and social activities as a young teenager in Telluride. Talks about playing tennis with sister at Pandora and their activities after graduation from high school. 77-97 Relates different job she held during early married years, waiting tables at the Sheridan and the 26 years she worked at the Post Office. 97-152 Recalls social activities such as card parties, dance and lodge parties as young married couples. Live music at dances held at Finn and Swede-Finn Halls. Describes the different social lodges and the various activities each one held through the years. 152-175The Idarado Mine (Telluride Mines) reopened in 1939. She mentions the method of paying wages and the amounts. Men worked for stock. Compares grocery prices. 175-220 Names different grocery stores and their locations in town. Talks about the type of businesses, & speaks of Irene Wichman. 220- 273 Talks about the red light district. Mentions working at the Sheridan and talks about the different bars in town. 273-295 Describes riding the tram at the mine. Speaks of brother working to reroof the Bridal Veil Power Plant. 295-323 Talks about picnics at South Fork, Alta Lakes and the sands at Society Turn. Speaks of hunting mushrooms in different areas. 323-363 Recalls the different sections of town, such as Finn Town, Swede-Finns and the Italians. The Navajo Indians from Rico worked in the mine and played on the local baseball team. 363-464 Dates the train stopped running and her trips on the Galloping Goose. Speaks of the effect on the town when the highways were paved. Describes out of town trips to dances. dances. 464-510 Speaks of the Depression and how it changed the town and the school enrollment. The Idarado Mine closed in 1976. nrollment. The Idarado Mine closed in 1976. 510-602 Weather conditions and the type of clothing worn, and where they purchased clothes. Tells of the businesses open on Main Street at that time. 602612-Mentions outstanding leaders in town Side B: 00-20 Describes the town characters such as Christmas Tree John, Tony the Wap. And LonRemine. 20-40 Speaks of the schools at Ophir and the Alta Mine. Mentions sports at school, skiing and etc. Speaks of the changes in town after Joe Zoline's announcement for a planned ski development. 40-80 Post Office population now compared to 1970. 80-169 Fourth of July celebrations. Describes the Elks Club Building. People moving out of town because of real estate prices. Discusses politics then and now. 169-204 Sister and brother-in-law bought the S&S saloon, later purchased the Peterson Garage. Minnie worked for sister and brother-in-law at various businesses. 204-237 She speaks of missing friend's church and lodge activities. Story of her wedding. 237-371 Speaks of hospital, births, and school volunteers. Story of son's premature birth at the American Legion Hospital. Story of Dr. Balderston operating on himself. Minnie served on the museum board and volunteered for different causes. Names mentioned: Joe Oberto, Alta Cassitto, Ben Grimes, K. Mulvey, Big Billie, Ruby Snow, Art E Scamp, Perino, Goldsworthy, Pilcher, Swans, F. Wilson, ""Georgie Porgie"", Pekkarine, K. Reece, I Wichman, Gerts, J. Zoline, Lon Remine, Barbara Martin, Gustafson, Bill Mahoney, Aldasoro, Studebaker, A. Peterson, Mahoney, Liz Bailey, A. Adams, Dr. Parker, Dr. Balderston.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A388
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A389"
Wilkinson Public Library,Audio,Online,March,12,1988,Montrose Group #1,Johnnie Stevens,"Montrose, Montrose County, Telluride, San Miguel County",,"A group of people that lived in Montrose, Colorado discussed their lives in Telluride, Colorado. People interviewed include; Jean Bowers Moss, Annie Anderson, Elaine Moureax Ayers, and Betty R. Goldsworthy Duncan. The group was interviewed by Johnnie Stevens on 3/12/1988.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A674
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A673"
Wilkinson Public Library,Audio,Online,March,12,1988,Montrose Group #2,Johnnie Stevens,"Montrose, Montrose County, Telluride, San Miguel County",,"The second round of Montrose interviews, in which Johnnie Stevens interviews the following people about their lives in Telluride, Colorado: Jenny Rousch, Ruby King Gray, Gusti Swan, and Alta Cassietto. The interview took place on March 12, 1988.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A678
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A677"
Wilkinson Public Library,Audio,Online,March,12,1988,Montrose Group #3,Vicki Eidsmo & Randy Brown,"Montrose, Montrose County, Telluride, San Miguel County",,"The third, in a series of interviews, in which people discuss their lives in Telluride, Colorado. People mentioned (or speaking) include: Perina Ranta, J. Oberto, Mrs. Jono, Alta Cassietto, Kate Mulvey, Wunderlich, Petersons, Sand, Elscamp, Rena Hedlund, Billy Pilcher, Gustafson, Mr. & Mrs. Miller, Erickson, Swansens, B. Ress Schuler, Goldsworthy, Kovich, and Cassagrande. Interviewers include Vickie Ranta Eidsmo and Randy Brown. The date of this interview was 3/12/1988.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A680
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A679"
Wilkinson Public Library,Audio,Online,March,10,1988,Montrose Group #4,John Payne,"Montrose, Montrose County, Telluride, San Miguel County",,"Another Montrose Group oral history. Interviewees include Elmer Ranta, Harry Wright, Otto Anderson, Albert Moreaux, and Jim Bonato. The interviewer was John Payne. This interview took place in Montrose, Colorado on 3/10/1988 and discusses the interviewees' lives in Telluride, Colorado.","audio: https://islandora.marmot.org/islandora/object/wilkinson%3A683
summary: https://islandora.marmot.org/islandora/object/wilkinson%3A682"
